,Title,Artist,Top Genre,Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity,Genre
14228,Dvořák Soothing Symphony: Piano Lullaby,The Wiggles,children,0.0298,0.408,-17.353,0.12,0.0361,187300,0.985,0.0346,38,Children's/Disney
14229,Witches on Their Brooms,The Kiboomers,children,0.489,0.764,-9.339,0.0939,0.8,138907,0.761,0.0409,39,Children's/Disney
14230,Months of the Year,Blippi;Nicky Notes,children,0.337,0.79,-12.848,0.146,0.843,91373,0.679,0.071,56,Children's/Disney
14231,Yellow Submarine,Sweet Little Band,children,0.262,0.643,-9.201,0.158,0.776,157344,0.324,0.0333,38,Children's/Disney
14232,D-I-N-G-O,The Wiggles,children,0.66,0.775,-5.394,0.248,0.966,123120,0.2,0.0327,38,Children's/Disney
14233,"Hans, mein Igel",Rolf Zuckowski,children,0.611,0.79,-7.047,0.0761,0.968,140680,0.338,0.0302,39,Children's/Disney
14235,Disturbia,Kidz Bop Kids,children,0.962,0.665,-3.485,0.319,0.703,210733,0.018,0.125,40,Children's/Disney
14236,Twinkle Twinkle Little Star,Play School,children,0.269,0.718,-12.19,0.091,0.2,93280,0.841,0.0334,38,Children's/Disney
14237,"Wags the Dog, He Likes to Tango",The Wiggles,children,0.575,0.659,-5.941,0.133,0.928,86040,0.559,0.0732,38,Children's/Disney
14238,Jingle Bells,Tatiana,children,0.87,0.751,-4.757,0.0902,0.783,180346,0.25,0.0285,0,Children's/Disney
14240,Vamos A Jugar,Tatiana,children,0.885,0.608,-4.096,0.148,0.964,181600,0.132,0.0491,0,Children's/Disney
14242,Wakker Met Een Wijsje,Kinderen voor Kinderen,children,0.936,0.719,-5.189,0.102,0.814,220640,0.682,0.0495,37,Children's/Disney
14243,Susanita Tiene Un Ratón,Tatiana,children,0.956,0.654,-3.824,0.283,0.948,157933,0.0292,0.0317,0,Children's/Disney
14244,"Kommt, wir wolln Laterne laufen",Rolf Zuckowski,children,0.434,0.631,-9.251,0.117,0.542,223746,0.843,0.0282,39,Children's/Disney
14245,Un Lobo En La Noche,Tatiana,children,0.725,0.678,-9.112,0.298,0.791,186746,0.362,0.0379,0,Children's/Disney
14246,Nasenküsse,Rolf Zuckowski,children,0.542,0.615,-8.64,0.31,0.743,266026,0.712,0.0271,39,Children's/Disney
14247,"Dale, Dale, Dale",Tatiana,children,0.874,0.676,-6.172,0.214,0.748,200453,0.0146,0.0601,37,Children's/Disney
14248,Lucy In The Sky With Diamonds,Sweet Little Band,children,0.333,0.514,-10.672,0.204,0.338,229346,0.214,0.0347,38,Children's/Disney
14249,"Here, There, and Everywhere",Sweet Little Band,children,0.252,0.401,-11.429,0.135,0.234,158690,0.951,0.0314,38,Children's/Disney
14251,Animals Sound Fun,Pinkfong,children,0.511,0.53,-4.79,0.102,0.635,74292,0.58,0.205,57,Children's/Disney
14252,Number Song,LooLoo Kids,children,0.859,0.818,-4.243,0.248,0.78,117890,0.31,0.0417,31,Children's/Disney
14253,Shake My Sillies Out,Mark Brymer,children,0.347,0.732,-12.909,0.0515,0.978,72160,0.699,0.0737,55,Children's/Disney
14254,Please and Thank You Song,CoComelon,children,0.366,0.862,-12.04,0.0813,0.929,185952,0.676,0.0464,53,Children's/Disney
14255,Bandar Maama,WowKidz,children,0.833,0.933,-4.066,0.306,0.966,44094,0.305,0.333,25,Children's/Disney
14256,Skinnamarink,The Hit Crew Kids,children,0.394,0.801,-9.518,0.193,0.931,76826,0.707,0.0401,58,Children's/Disney
14257,The Abc Song,Toddler Tunes,children,0.126,0.523,-11.306,0.116,0.513,50902,0.925,0.0335,52,Children's/Disney
14258,If You're Happy,Super Simple Songs;Noodle & Pals,children,0.257,0.968,-10.953,0.093,0.954,110846,0.325,0.0981,60,Children's/Disney
14259,"Rain, Rain Go Away",The Little Sunshine Kids;Mr. Ray,children,0.405,0.559,-7.742,0.248,0.919,98403,0.197,0.0642,46,Children's/Disney
14260,Baby Finger,Dreweeris Band,children,0.768,0.729,-4.281,0.127,0.965,62971,0.704,0.0266,38,Children's/Disney
14261,Tiburones de Halloween,Pinkfong,children,0.638,0.604,-3.551,0.163,0.635,99016,0.502,0.292,24,Children's/Disney
14262,Old MacDonald's Haunted Farm,CoComelon,children,0.58,0.751,-9.927,0.733,0.954,141600,0.593,0.0543,46,Children's/Disney
14263,Hot Potato,The Wiggles,children,0.737,0.669,-7.974,0.204,0.948,81066,0.0289,0.0975,59,Children's/Disney
14264,Boda de Sirenas en Halloween,Pinkfong,children,0.557,0.572,-5.317,0.0468,0.322,98630,0.286,0.0748,21,Children's/Disney
14265,Tiburones Zombi de Halloween,Pinkfong,children,0.498,0.639,-8.206,0.0697,0.573,114541,0.857,0.0529,20,Children's/Disney
14266,Tiburón Bebé Truco o Trato,Pinkfong,children,0.854,0.916,-2.38,0.0703,0.965,81228,0.524,0.0849,21,Children's/Disney
14267,El Tiburón Bebé Fantasma,Pinkfong,children,0.684,0.85,-2.32,0.0608,0.748,72489,0.478,0.0675,27,Children's/Disney
14268,Bus de Halloween del Tiburón Bebé,Pinkfong,children,0.557,0.63,-5.599,0.28,0.395,93224,0.657,0.333,20,Children's/Disney
14269,¡Vete Monstruo,Pinkfong,children,0.62,0.886,-4.954,0.0394,0.692,187176,0.664,0.181,19,Children's/Disney
14270,Baa Baa Black Sheep,Raffi,children,0.0517,0.881,-17.122,0.166,0.702,59520,0.846,0.107,58,Children's/Disney
14271,Baile Quieto de Tiburón Bebé en Halloween,Pinkfong,children,0.878,0.41,-3.741,0.0737,0.542,193765,0.183,0.377,19,Children's/Disney
14272,Tiburón Bebé Pirate,Pinkfong,children,0.833,0.789,-1.533,0.0329,0.937,91530,0.752,0.0929,23,Children's/Disney
14273,Head Shoulders Knees & Toes (Sing It),Super Simple Songs,children,0.607,0.905,-10.677,0.968,0.969,56415,0.74,0.293,59,Children's/Disney
14274,La Muñeca Fea,Cri-Cri,children,0.201,0.387,-11.593,0.335,0.296,192466,0.856,0.0568,38,Children's/Disney
14275,Casa Embrujada de Tiburón Bebé,Pinkfong,children,0.609,0.65,-5.167,0.101,0.581,179274,0.774,0.0533,18,Children's/Disney
14276,Día de los Muertos Con Tiburón Bebé,Pinkfong,children,0.855,0.808,-4.683,0.0409,0.85,98097,0.673,0.0779,20,Children's/Disney
14277,Chumbala Cachumbala Esqueletos Piratas,Pinkfong,children,0.873,0.784,-4.063,0.136,0.596,171858,0.792,0.329,18,Children's/Disney
14278,Nochebuena,Cri-Cri,children,0.294,0.3,-9.301,0.282,0.448,146826,0.919,0.0372,37,Children's/Disney
14279,Bebê Tubarão Fantasma,Pinkfong,children,0.691,0.926,-4.067,0.0633,0.664,72165,0.468,0.311,0,Children's/Disney
14280,Bebê Tubarão Pirata,Pinkfong,children,0.573,0.929,-6.463,0.033,0.915,91133,0.592,0.126,0,Children's/Disney
14281,Dia Dos Mortos Com o Bebê Tubarão,Pinkfong,children,0.743,0.862,-4.264,0.365,0.741,97832,0.611,0.45,0,Children's/Disney
14282,The Chipmunk Song (Christmas Don't Be Late) - Remastered 1999,Alvin & The Chipmunks;David Seville,children,0.434,0.609,-9.478,0.148,0.777,141026,0.711,0.0353,0,Children's/Disney
14283,Dia das Bruxas Dos Tubarões,Pinkfong,children,0.603,0.612,-5.641,0.0532,0.645,98165,0.404,0.444,0,Children's/Disney
14284,Zumbis Tubarões do Dia das Bruxas,Pinkfong,children,0.541,0.734,-5.355,0.118,0.732,110498,0.792,0.0751,0,Children's/Disney
14285,Ônibus de Dia das Bruxas do Bebê Tubarão,Pinkfong,children,0.578,0.672,-3.919,0.0823,0.464,92065,0.675,0.391,0,Children's/Disney
14286,Casamento de Sereias do Dia das Bruxas,Pinkfong,children,0.468,0.642,-4.562,0.0614,0.631,94299,0.313,0.0548,0,Children's/Disney
14291,Bebê Tubarão Gostosuras Ou Travessuras,Pinkfong,children,0.739,0.914,-6.014,0.047,0.942,80867,0.714,0.117,0,Children's/Disney
14299,La Olla Y El Comal,Cri-Cri,children,0.398,0.574,-10.102,0.155,0.925,209186,0.916,0.0449,37,Children's/Disney
14300,Dora The Explorer Theme,Dora The Explorer,children,0.63,0.711,-6.591,0.129,0.851,42466,0.451,0.238,43,Children's/Disney
14301,Five Little Monkeys,Super Simple Songs,children,0.349,0.96,-12.764,0.124,0.843,128151,0.609,0.0894,59,Children's/Disney
14303,Baa-Baa Black Sheep,The Countdown Kids,children,0.429,0.821,-9.391,0.0513,0.897,82306,0.412,0.0347,24,Children's/Disney
14305,Sleeping Bunnies,LooLoo Kids,children,0.735,0.912,-3.581,0.0978,0.952,113062,0.64,0.0321,45,Children's/Disney
14306,Humpty Dumpty,LooLoo Kids,children,0.941,0.68,-5.219,0.118,0.852,75387,0.274,0.0568,43,Children's/Disney
14307,Five Little Ducks,LooLoo Kids,children,0.757,0.791,-8.509,0.343,0.903,95991,0.0365,0.283,38,Children's/Disney
14308,Humpty Dumpty Sat on a Wall Nursery Rhyme,ChuChu TV,children,0.785,0.965,-6.753,0.137,0.823,122556,0.0143,0.0492,27,Children's/Disney
14309,The Itsy Bitsy Spider,Itsy Bitsy,children,0.522,0.888,-8.222,0.114,0.909,69183,0.363,0.0394,48,Children's/Disney
14310,Three Little Kittens,CoComelon,children,0.31,0.912,-8.986,0.096,0.884,154328,0.155,0.0415,42,Children's/Disney
14312,Sweet Dreams,Super Simple Songs,children,0.0938,0.288,-15.741,0.127,0.119,174505,0.742,0.0365,58,Children's/Disney
14313,Do Chuhe The,WowKidz,children,0.289,0.771,-7.391,0.066,0.648,48506,0.898,0.302,24,Children's/Disney
14314,"Twinkle, Twinkle, Little Star",LooLoo Kids,children,0.213,0.439,-8.247,0.0687,0.269,124774,0.574,0.0286,41,Children's/Disney
14316,Apples And Bananas (Phonics Song),CoComelon,children,0.315,0.869,-7.254,0.0863,0.817,214000,0.518,0.0491,44,Children's/Disney
14317,Be Happy With Baby Shark,Pinkfong,children,0.782,0.807,-3.579,0.419,0.891,72700,0.713,0.0443,55,Children's/Disney
14318,Monkeys On The Bed,Music For Little People Choir,children,0.335,0.795,-11.022,0.0602,0.603,130426,0.449,0.115,58,Children's/Disney
14319,Twinkle Twinkle Little Star,The Kiboomers,children,0.127,0.529,-23.889,0.0828,0.555,116000,0.889,0.0496,56,Children's/Disney
14320,The Alphabet Song (ABC Song),Kids Songs Rule!,children,0.389,0.839,-6.429,0.097,0.735,57585,0.352,0.0736,48,Children's/Disney
14321,If You're Happy and You Know It - Clap Your Hands,Zouzounia,children,0.533,0.892,-8.933,0.177,0.886,173933,0.0663,0.101,48,Children's/Disney
14322,Thank you Song,CoComelon,children,0.423,0.722,-12.452,0.0875,0.944,183917,0.692,0.042,53,Children's/Disney
14323,Bobby Shafto Slumber: Humming Slumber,The Wiggles,children,0.0561,0.442,-17.849,0.109,0.141,197948,0.932,0.0318,37,Children's/Disney
14324,Universal Fanfare,The Minions,children,0.497,0.428,-10.311,0.693,0.36,32417,0.547,0.0491,57,Children's/Disney
14325,Little Snowflake,Super Simple Songs,children,0.154,0.445,-10.183,0.116,0.495,133605,0.966,0.0529,54,Children's/Disney
14326,Kaiveesamma Kaiveesu Action Song,ChuChu TV,children,0.491,0.669,-12.41,0.0498,0.811,110923,0.344,0.123,26,Children's/Disney
14327,Bobby Shafto Slumber: Piano Slumber,The Wiggles,children,0.0487,0.265,-18.768,0.116,0.037,137610,0.941,0.0345,37,Children's/Disney
14328,Days Of The Week (Addams Family Parody),Martin and Rose Music,children,0.642,0.687,-5.279,0.23,0.91,67187,0.647,0.0516,60,Children's/Disney
14329,See You Again,One Voice Children's Choir,children,0.406,0.64,-9.337,0.0725,0.247,209881,0.787,0.0476,43,Children's/Disney
14330,Fire Trucks,Blippi;Nicky Notes,children,0.433,0.453,-15.39,0.226,0.862,175231,0.501,0.0514,56,Children's/Disney
14331,Happy Birthday to You,Sing n Play,children,0.547,0.82,-9.179,0.0679,0.906,72426,0.0322,0.0338,48,Children's/Disney
14332,"Gentle Loch Lomond: Sweet, Gentle, Calm",The Wiggles,children,0.0741,0.397,-18.616,0.164,0.0402,248413,0.939,0.0358,36,Children's/Disney
14333,Creepy Crawly Spider,The Kiboomers,children,0.651,0.717,-10.413,0.12,0.56,120509,0.733,0.185,37,Children's/Disney
14334,El Ropavejero,Cri-Cri,children,0.167,0.699,-9.89,0.287,0.547,197626,0.837,0.0743,37,Children's/Disney
14335,This Old Ghost - 2015 Version,The Kiboomers,children,0.407,0.836,-7.694,0.101,0.673,97219,0.945,0.407,36,Children's/Disney
14336,Canción de las Brujas - Remasterizado,Cri-Cri,children,0.25,0.613,-9.911,0.329,0.361,196120,0.784,0.075,37,Children's/Disney
14337,Cucurumbe - Remasterizado,Cri-Cri,children,0.398,0.545,-7.651,0.111,0.801,142453,0.962,0.038,37,Children's/Disney
14338,Papá Elefante - Remasterizado,Cri-Cri,children,0.188,0.539,-13.335,0.132,0.345,122360,0.905,0.0819,37,Children's/Disney
14339,Schneewittchen und die sieben Zwerge,Rolf Zuckowski,children,0.641,0.8,-10.615,0.23,0.955,240066,0.706,0.0329,36,Children's/Disney
14340,Somebody’s Watching Me,Kidz Bop Kids,children,0.825,0.816,-4.426,0.658,0.97,227266,0.0157,0.047,37,Children's/Disney
14341,La Cotorra Viajera,Cri-Cri,children,0.361,0.587,-11.719,0.469,0.841,148400,0.873,0.101,37,Children's/Disney
14342,Teté (Metete teté) - Remasterizado,Cri-Cri,children,0.21,0.629,-13.593,0.123,0.475,166026,0.833,0.285,37,Children's/Disney
14343,God Put A Smile Upon Your Face,Sweet Little Band,children,0.257,0.546,-14.826,0.131,0.0965,169226,0.932,0.0298,36,Children's/Disney
14344,Winterkinder,Rolf Zuckowski,children,0.484,0.618,-12.279,0.118,0.625,165906,0.645,0.0276,36,Children's/Disney
14345,Werewolves Of London,Kidz Bop Kids,children,0.875,0.632,-4.689,0.382,0.908,222186,0.00492,0.0274,37,Children's/Disney
14346,Smoesje klaar,Kinderen voor Kinderen,children,0.673,0.698,-6.328,0.701,0.599,155960,0.0908,0.0295,35,Children's/Disney
14347,Zomertroep,Kinderen voor Kinderen,children,0.654,0.646,-5.91,0.714,0.396,192813,0.034,0.0355,35,Children's/Disney
14348,Obladi Oblada,Sweet Little Band,children,0.532,0.794,-9.333,0.137,0.926,190104,0.455,0.0397,36,Children's/Disney
14349,She's Leaving Home,Sweet Little Band,children,0.366,0.527,-8.458,0.132,0.0993,230745,0.323,0.0313,36,Children's/Disney
14350,Row Row Row Your Boat,Super Simple Songs,children,0.311,0.688,-10.708,0.361,0.36,119971,0.888,0.0353,57,Children's/Disney
14353,Old MacDonald Had a Farm,LooLoo Kids,children,0.611,0.875,-5.65,0.106,0.77,80747,0.236,0.0372,42,Children's/Disney
14355,"He's A Pirate Theme (From ""Pirates Of The Caribbean"")",Just Kids,children,0.715,0.618,-12.79,0.104,0.745,157895,0.134,0.034,28,Children's/Disney
14356,Dog Song,The Kiboomers,children,0.435,0.96,-8.549,0.128,0.841,113875,0.674,0.132,0,Children's/Disney
14357,Yes Yes Bedtime Song,CoComelon,children,0.23,0.921,-10.706,0.0755,0.903,225325,0.715,0.0441,52,Children's/Disney
14358,"Vampirina Theme - From ""Vampirina""",Cast - Vampirina,children,0.86,0.661,-3.342,0.231,0.93,54827,0.33,0.0448,57,Children's/Disney
14359,Do Your Ears Hang Low?,Play School,children,0.242,0.933,-16.367,0.145,0.963,62800,0.681,0.216,54,Children's/Disney
14360,Dog Song - Instrumental,The Kiboomers,children,0.304,0.926,-10.771,0.0895,0.738,113875,0.582,0.126,0,Children's/Disney
14361,The ABC Song,LooLoo Kids,children,0.683,0.735,-7.292,0.211,0.742,80851,0.0446,0.027,40,Children's/Disney
14362,Goldilocks & The Three Bears,The Kiboomers,children,0.6,0.858,-9.266,0.155,0.629,125294,0.849,0.29,5,Children's/Disney
14363,Breakfast Song,CoComelon,children,0.327,0.827,-11.139,0.11,0.97,142509,0.605,0.0399,51,Children's/Disney
14364,Dia De Muertos,The Kiboomers,children,0.66,0.866,-7.049,0.343,0.834,75375,0.243,0.0397,13,Children's/Disney
14365,Slippery Fish,Amy Liz,children,0.111,0.777,-14.423,0.459,0.556,103493,0.414,0.335,58,Children's/Disney
14366,Hip-Hop Freeze Dance - Instrumental,The Kiboomers,children,0.697,0.698,-9.219,0.369,0.647,129235,0.212,0.124,2,Children's/Disney
14367,"Head, Shoulders, Knees and Toes",LooLoo Kids,children,0.543,0.597,-6.072,0.0829,0.568,90679,0.0422,0.0366,42,Children's/Disney
14368,Are You Sleeping?,The Kiboomers,children,0.0816,0.449,-24.709,0.0887,0.0613,109914,0.862,0.042,53,Children's/Disney
14369,John Jacob Jingleheimer Schmidt,Blippi,children,0.718,0.856,-7.811,0.0708,0.897,96703,0.126,0.0533,50,Children's/Disney
14370,Hip-Hop Freeze Dance,The Kiboomers,children,0.794,0.67,-7.075,0.383,0.517,129235,0.473,0.138,7,Children's/Disney
14371,Amma Inge Vaa Vaa Uyir Ezhuthukal Song,ChuChu TV,children,0.615,0.783,-11.743,0.063,0.684,151534,0.19,0.0963,25,Children's/Disney
14372,5 Little Monkeys,Belle and the Nursery Rhymes Band,children,0.353,0.937,-6.922,0.0974,0.388,107500,0.0594,0.0546,46,Children's/Disney
14373,1-2 Buckle Your Shoe,Mogul Music Inc.,children,0.549,0.59,-9.449,0.131,0.761,79097,0.357,0.123,45,Children's/Disney
14374,Koala-By,The Wiggles,children,0.218,0.398,-11.914,0.104,0.672,65720,0.887,0.0359,34,Children's/Disney
14375,Miss Polly Had a Dolly,The Wiggles,children,0.509,0.852,-5.708,0.15,0.966,68400,0.441,0.147,57,Children's/Disney
14377,Das Wetter,Rolf Zuckowski,children,0.428,0.341,-10.226,0.0538,0.44,152506,0.667,0.086,34,Children's/Disney
14378,Goldilocks & The Three Bears - Instrumental,The Kiboomers,children,0.429,0.781,-12.629,0.0869,0.82,125294,0.73,0.0645,2,Children's/Disney
14379,Halloween Boogie Dance,CoComelon,children,0.502,0.843,-12.761,0.0779,0.966,125884,0.3,0.0374,44,Children's/Disney
14380,Dia De Muertos - Instrumental,The Kiboomers,children,0.733,0.826,-8.427,0.107,0.93,75375,0.235,0.04,4,Children's/Disney
14381,Saindhadamma Saindhadu Baby Sleep Song,ChuChu TV,children,0.465,0.718,-13.453,0.13,0.893,109440,0.39,0.0424,26,Children's/Disney
14382,Hello Hello!,Super Simple Songs,children,0.293,0.79,-11.548,0.294,0.915,76564,0.689,0.0458,60,Children's/Disney
14383,If You're Happy and You Know It,Mother Goose Club,children,0.723,0.778,-4.409,0.119,0.966,107477,0.552,0.0438,57,Children's/Disney
14384,Days of the Week,Dr. Jean Feldman,children,0.307,0.868,-14.064,0.0599,0.966,53480,0.468,0.402,56,Children's/Disney
14385,Six Little Bats,The Kiboomers,children,0.452,0.795,-9.793,0.14,0.718,117107,0.627,0.0416,36,Children's/Disney
14386,Kinder brauchen Träume,Rolf Zuckowski,children,0.418,0.37,-10.085,0.127,0.378,210226,0.639,0.0299,35,Children's/Disney
14387,Mr Pumpkin Halloween Song - Instrumental,The Kiboomers,children,0.392,0.924,-10.537,0.09,0.707,109083,0.834,0.0377,16,Children's/Disney
14388,Mr Pumpkin Halloween Song,The Kiboomers,children,0.416,0.885,-8.478,0.0874,0.855,109083,0.821,0.0562,21,Children's/Disney
14389,Five Black Shiny Crows - 2015 Version,The Kiboomers,children,0.387,0.765,-6.799,0.185,0.839,131226,0.908,0.147,36,Children's/Disney
14390,Schulbus,Rolf Zuckowski,children,0.721,0.661,-7.382,0.123,0.716,207280,0.289,0.0453,35,Children's/Disney
14391,The Garbage Truck Song,Blippi,children,0.427,0.695,-13.493,0.0769,0.96,182910,0.316,0.0373,57,Children's/Disney
14392,Leyes del Corazón,Tatiana,children,0.413,0.539,-13.975,0.11,0.251,223946,0.467,0.0306,35,Children's/Disney
14393,Es schneit,Rolf Zuckowski,children,0.504,0.705,-11.837,0.341,0.849,136746,0.426,0.0314,34,Children's/Disney
14394,El Perrito - Remasterizado,Cri-Cri,children,0.256,0.582,-9.549,0.135,0.473,145000,0.78,0.0354,35,Children's/Disney
14395,Bad Blood,Kidz Bop Kids,children,0.807,0.483,-3.934,0.32,0.637,188040,0.0362,0.233,36,Children's/Disney
14396,Het Tietenlied,Kinderen voor Kinderen,children,0.512,0.799,-7.114,0.214,0.41,233840,0.416,0.0386,34,Children's/Disney
14397,Blauwe plekken,Kinderen voor Kinderen,children,0.374,0.419,-7.102,0.158,0.226,219360,0.633,0.0262,34,Children's/Disney
14398,"Komm Schlaf, komm Traum",Rolf Zuckowski,children,0.189,0.504,-12.369,0.103,0.252,174826,0.837,0.0349,35,Children's/Disney
14399,Martha My Dear,Sweet Little Band,children,0.319,0.683,-7.821,0.143,0.741,159117,0.939,0.0379,35,Children's/Disney
14400,Abc Phonics Song,ChuChu TV,children,0.817,0.637,-4.046,0.509,0.951,229119,0.0657,0.0364,29,Children's/Disney
14403,"Hush, Little Baby",LooLoo Kids,children,0.298,0.709,-8.433,0.0892,0.571,144026,0.791,0.0299,29,Children's/Disney
14404,The Muffin Man,CoComelon,children,0.42,0.817,-8.95,0.107,0.979,141000,0.642,0.0531,40,Children's/Disney
14405,"One, Two, Buckle My Shoe",LooLoo Kids,children,0.827,0.798,-6.267,0.0731,0.97,60600,0.0523,0.0404,41,Children's/Disney
14406,Skidamarink,LooLoo Kids,children,0.643,0.727,-7.381,0.114,0.791,92307,0.312,0.0656,6,Children's/Disney
14409,If You're Happy and You Know It,LooLoo Kids,children,0.873,0.777,-4.491,0.0743,0.967,100337,0.282,0.0718,38,Children's/Disney
14410,Fruit Salad,The Wiggles,children,0.615,0.866,-7.554,0.345,0.931,148040,0.123,0.098,56,Children's/Disney
14411,Take Me Out to the Ball Game,CoComelon,children,0.335,0.807,-7.603,0.223,0.961,172000,0.461,0.0388,40,Children's/Disney
14412,We have fun,LooLoo Kids,children,0.569,0.802,-5.49,0.189,0.653,149893,0.123,0.0326,0,Children's/Disney
14413,5 Little Ducks,The Learning Station,children,0.338,0.92,-9.463,0.118,0.823,133669,0.819,0.101,50,Children's/Disney
14414,Old MacDonald Had a Farm,Super Simple Songs,children,0.445,0.884,-6.049,0.112,0.93,192156,0.87,0.0379,57,Children's/Disney
14415,"Head, Shoulders, Knees & Toes (Exercise Song for Kids)",ChuChu TV,children,0.617,0.93,-6.965,0.0819,0.401,114036,0.0345,0.235,35,Children's/Disney
14416,Mary Had A Little Lamb,Mellodees,children,0.901,0.602,-3.13,0.151,0.763,112625,0.436,0.068,42,Children's/Disney
14417,Baadal Raja,WowKidz,children,0.423,0.806,-4.912,0.195,0.897,40263,0.524,0.0399,23,Children's/Disney
14418,Alice the Camel,CoComelon,children,0.354,0.869,-10.544,0.115,0.849,92008,0.199,0.083,44,Children's/Disney
14419,Time for Sleep,The Wiggles,children,0.465,0.674,-8.181,0.0977,0.351,74707,0.253,0.0316,34,Children's/Disney
14420,I Love You You Love Me,Apoorva Sreejith;Anjolie Anna Eapen;Atul Thomas Joy,children,0.113,0.809,-8.151,0.0823,0.587,55853,0.97,0.0498,42,Children's/Disney
